frame,timestamp,landmark_0_x,landmark_0_y,landmark_0_z,landmark_0_valid,landmark_1_x,landmark_1_y,landmark_1_z,landmark_1_valid,landmark_2_x,landmark_2_y,landmark_2_z,landmark_2_valid,landmark_3_x,landmark_3_y,landmark_3_z,landmark_3_valid,landmark_4_x,landmark_4_y,landmark_4_z,landmark_4_valid,landmark_5_x,landmark_5_y,landmark_5_z,landmark_5_valid,landmark_6_x,landmark_6_y,landmark_6_z,landmark_6_valid,landmark_7_x,landmark_7_y,landmark_7_z,landmark_7_valid,landmark_8_x,landmark_8_y,landmark_8_z,landmark_8_valid,landmark_9_x,landmark_9_y,landmark_9_z,landmark_9_valid,landmark_10_x,landmark_10_y,landmark_10_z,landmark_10_valid,landmark_11_x,landmark_11_y,landmark_11_z,landmark_11_valid,landmark_12_x,landmark_12_y,landmark_12_z,landmark_12_valid,landmark_13_x,landmark_13_y,landmark_13_z,landmark_13_valid,landmark_14_x,landmark_14_y,landmark_14_z,landmark_14_valid,landmark_15_x,landmark_15_y,landmark_15_z,landmark_15_valid,landmark_16_x,landmark_16_y,landmark_16_z,landmark_16_valid,landmark_17_x,landmark_17_y,landmark_17_z,landmark_17_valid,landmark_18_x,landmark_18_y,landmark_18_z,landmark_18_valid,landmark_19_x,landmark_19_y,landmark_19_z,landmark_19_valid,landmark_20_x,landmark_20_y,landmark_20_z,landmark_20_valid,landmark_21_x,landmark_21_y,landmark_21_z,landmark_21_valid,landmark_22_x,landmark_22_y,landmark_22_z,landmark_22_valid,landmark_23_x,landmark_23_y,landmark_23_z,landmark_23_valid,landmark_24_x,landmark_24_y,landmark_24_z,landmark_24_valid,landmark_25_x,landmark_25_y,landmark_25_z,landmark_25_valid,landmark_26_x,landmark_26_y,landmark_26_z,landmark_26_valid,landmark_27_x,landmark_27_y,landmark_27_z,landmark_27_valid,landmark_28_x,landmark_28_y,landmark_28_z,landmark_28_valid,landmark_29_x,landmark_29_y,landmark_29_z,landmark_29_valid,landmark_30_x,landmark_30_y,landmark_30_z,landmark_30_valid,landmark_31_x,landmark_31_y,landmark_31_z,landmark_31_valid,landmark_32_x,landmark_32_y,landmark_32_z,landmark_32_valid
216,1767311176.021729,-19.25322859527875,-546.4338032124715,1781.7566371089688,1,11.537139083737816,-578.7904977731688,1800.890956998983,1,28.736600562209528,-575.9484766552079,1792.7901526786575,1,44.97259437228615,-572.5279116224135,1786.8548008080347,1,-26.172767148420473,-581.0306520288316,1819.145296057078,1,-34.402718498863784,-582.336461748376,1829.065435266871,1,-43.3759642270694,-585.5255371989498,1845.112801779929,1,76.60957808306489,-541.9795220514565,1787.1996549066464,1,-45.24309787459388,-565.2309638504516,1878.9134331108166,1,15.14325087225287,-500.58251939538866,1760.6106795938535,1,-32.84106951661144,-512.2541489915333,1802.8512851162805,1,200.88264807007312,-329.9877614871418,1755.2884146733336,1,-156.13380481914902,-328.3908550504145,1827.846796401206,1,294.88502776030697,-149.08161506845067,1534.6337012192794,1,-329.56015689656715,-133.42414710448062,1831.8193380729538,1,391.54639070810885,-368.7147767127117,1649.5036020795533,1,-421.3408535384603,-296.0374858202531,1699.8831754125147,1,412.54646358509484,-426.43022766702006,1625.9860911736107,1,-452.95680987172534,-347.12748791168195,1675.4976504592382,1,401.1616818992854,-448.0606093231529,1642.9608344381359,1,-439.07043394644734,-380.3555868835483,1695.6512249157342,1,391.43082966159005,-435.9376546750028,1676.4408449816108,1,-416.9112548389019,-358.6572319373035,1686.2987602547894,1,143.1690896594054,207.09084332005273,1754.7272783155938,1,-81.64267177772702,213.6647238851019,1829.2378690625658,1,137.95282556024898,528.8884273991512,1604.1563719412688,1,-131.65042171412261,593.954205038182,1805.3244862648023,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
217,1767311176.1159644,-22.910730124038192,-567.5078532192695,1879.5058819627159,1,8.96033844734868,-615.5591226631111,1933.8680442431082,1,27.724049707275867,-617.99732189583,1943.3167933899936,1,46.5929302046078,-615.232410443389,1939.630395047752,1,-28.25359903439848,-608.6020029681991,1927.1454288086065,1,-36.85655902079615,-610.0631456068521,1938.9147728620092,1,-46.02983158293874,-606.9267887841698,1935.5349436287822,1,84.10028329961979,-573.9223414076058,1905.3935160739095,1,-45.224875666950695,-588.0405520420093,1970.3217196234862,1,9.374088322654208,-525.297336398247,1876.834639057083,1,-36.12928018698176,-527.0430981960501,1881.1570652371383,1,200.59200909091365,-337.73370517909825,1818.2110529389963,1,-160.39835475791406,-335.6850060752833,1893.2014755336031,1,307.54824048721275,-162.1613214103304,1576.424451884689,1,-348.79201354686774,-148.74712220823096,1888.9504151084984,1,390.52196597026966,-390.4292444942898,1714.3084218542303,1,-420.52570008043375,-322.870960960023,1733.435203123135,1,419.6061261156909,-457.03148510035,1718.8476430626592,1,-446.0500163798662,-378.40580592197244,1705.8162447009904,1,405.0317651379338,-477.9121238054938,1735.8767070442937,1,-428.6914618456954,-402.12169959733524,1716.1654951538192,1,392.0335144082661,-459.26303083458026,1747.6600407093229,1,-407.8869838715901,-381.9632307163895,1710.0691960016359,1,136.65171093778602,207.3072866664254,1762.9107027765263,1,-88.9027619232902,213.35017237597145,1832.0894170833851,1,136.02469817091972,538.128001757813,1611.5215378535681,1,-140.36046550601358,595.3794337211948,1792.1123403928152,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
218,1767311176.204149,-31.6897951365666,-551.8716716731977,1864.1596225256096,1,0.64716083685762,-590.8545992307565,1895.8667526949562,1,18.676033083415415,-588.0423855986456,1888.3137662208858,1,39.39970541877955,-584.4674409165843,1881.337197082606,1,-31.829158063941435,-591.7036718477351,1913.959553791903,1,-39.94414864564105,-591.715766389597,1921.8609051972087,1,-49.801331312676595,-588.30216537908,1918.132147558246,1,79.6794276970344,-564.3556395714744,1914.5106207457982,1,-49.73936824204972,-566.5805177693725,1940.8732772585402,1,-3.264061651114818,-507.8814768945678,1833.9231758387461,1,-39.38449575282918,-516.8655933748677,1870.56154303744,1,189.78836994656558,-330.8236801709143,1796.2318592682045,1,-164.2781145825932,-331.7184936134564,1905.9220918624349,1,314.06823393090593,-169.58359476919617,1604.4407071309677,1,-358.79186043356356,-150.5036917187229,1929.2964295221805,1,380.6939247524091,-392.1551812730433,1712.2372534374197,1,-420.2908486194628,-333.39031557683137,1779.3143225195358,1,413.41901110487396,-456.45387180572646,1712.431627536981,1,-447.63269090215124,-397.2867417420442,1785.2987490270393,1,400.88232754291727,-476.2296454017084,1734.9947144451944,1,-429.72294494894254,-423.4732834101325,1801.1097301272089,1,386.6344036894641,-459.21987844596447,1752.3978774808445,1,-409.4126092533671,-401.88139651453366,1792.7167703737,1,126.61878630156218,206.47071926787618,1762.4238692397876,1,-98.91750277281837,208.9995471789989,1805.416950296932,1,132.67853760014637,539.8538987728525,1615.7494717475397,1,-149.14223588491745,592.606926435133,1777.9505462766183,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
219,1767311176.2662039,-41.856087176894206,-531.5633201142653,1885.722886800819,1,-11.853857311719244,-567.0100206347231,1904.3134237730014,1,4.20854881944246,-563.1116710433978,1891.9795237616236,1,23.929407100861496,-560.5704672742116,1887.5655671206125,1,-44.533761720255434,-568.6991509163511,1923.9221577609935,1,-53.60313490949443,-568.7169812340527,1932.338719622387,1,-62.424213543400356,-565.7144977575114,1931.5893034121516,1,76.53570816153488,-543.8468933410413,1911.2769081005333,1,-57.56724613617756,-546.7235190608799,1952.3822682013683,1,-14.063861843803556,-489.09138306771973,1858.0062360763804,1,-52.506611730391526,-497.8893104485554,1897.374059878429,1,189.08293497910984,-330.3759824641322,1817.5712519415642,1,-164.36542002338888,-317.71969237705935,1894.3232079951008,1,306.4803272529985,-171.4363218540774,1589.2760950453255,1,-355.0955578198061,-145.70097550696536,1895.5408469148315,1,374.4309174888488,-395.20926409013765,1721.5567232964308,1,-418.6980766017556,-325.05153235042746,1787.5454401498519,1,405.2308770549814,-460.06932581778466,1723.6614033127894,1,-446.6016119163612,-388.0728677122483,1809.0883132657048,1,396.49680033784017,-480.56064142355456,1756.6730780182204,1,-428.7255311347316,-417.51251518067545,1822.0978571516637,1,382.35801276522426,-462.67185967118104,1770.36831505783,1,-408.6121117017009,-393.4300066312706,1803.4577366851179,1,120.47796374190952,202.71684736208078,1731.7447785550178,1,-103.77056634902516,207.16256505118517,1791.4330342812339,1,123.40888350167013,524.3304060533446,1570.6997869723675,1,-152.80282533562143,583.2624946107704,1747.2625304534724,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
220,1767311176.3561313,-40.955385928390164,-505.6975191566118,1916.9313452748588,1,-13.161656588877458,-540.0069575677253,1900.232473753138,1,3.6166154541226,-543.5427434317008,1884.0390420511617,1,22.940480044234047,-539.7197331066839,1879.3577480425195,1,-46.11537978687344,-540.9973947726686,1940.6167132961764,1,-55.4389010411052,-541.4810626608376,1941.1695439784985,1,-64.35664606849716,-539.5353784461206,1951.9174547948635,1,76.12433990817642,-521.0228662319337,1945.826943296379,1,-59.01526770187896,-527.1854425951021,1999.356038436569,1,-11.758141231778243,-460.0908453258184,1866.6668419415291,1,-51.87148667232,-472.2752878987952,1932.6326437725945,1,195.2200220791508,-321.08781047159,1897.8745120379722,1,-161.16461898695871,-307.5995582225861,1915.713108776773,1,323.0056300574216,-175.95305283780843,1610.8405761173908,1,-362.47748868710426,-133.9220319249413,1912.4990407368512,1,382.1724155652058,-406.0240678855689,1810.4787079950968,1,-416.1409848051076,-316.86793384753037,1800.536729635486,1,407.316744851178,-463.0957738535118,1778.3559379183564,1,-439.33391819357905,-377.42735751476334,1813.6770694299505,1,398.02335462522024,-485.179761289189,1817.1778027994421,1,-420.1203667685785,-404.1214877226189,1818.384480817421,1,381.0399660230461,-463.53168658057467,1821.1713910053936,1,-402.5928616072307,-380.8534933829468,1805.0790293888522,1,118.02981983218497,204.8952704257635,1713.8259321428995,1,-104.27433713077484,209.2051449189557,1750.101267347309,1,124.12237898323443,512.3254451027633,1518.8722375434038,1,-168.59637099814398,592.1022472211868,1746.9263074951473,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
221,1767311176.421855,-37.44665073906024,-489.7958039606957,1940.7217073550962,1,-10.610138006015237,-505.95094485143875,1924.726672066874,1,6.628995926884742,-503.1456268635512,1913.3797563410387,1,26.135114075453128,-501.28202156557165,1906.6622395998284,1,-43.63612390529815,-511.688214058585,1960.176479560647,1,-53.55332819622636,-509.57065087070555,1962.2611035741409,1,-62.9693148563249,-509.75810669202656,1972.8948365163599,1,79.35932471452277,-495.8506402597537,1973.8064272703473,1,-58.976189318868,-487.6814251477678,2004.2928145758715,1,-7.9967600238600545,-437.9913038272397,1885.1532478763459,1,-48.422218670563446,-449.9672388252684,1942.3969979497947,1,200.09508455530624,-300.5538400712842,1889.3155465359666,1,-158.19305471246815,-263.47985677965215,1931.1978985837566,1,340.8089813125112,-175.31470864744378,1694.2320363331364,1,-354.84298420412426,-121.7590724983001,1858.1603827395716,1,362.7341191791925,-391.85769540964577,1790.548689107353,1,-414.2774680304235,-313.7341933464662,1820.3953240698434,1,395.56377359533775,-458.3042523673023,1802.9414542626714,1,-438.51340709495173,-376.9749380075179,1844.0987398117284,1,383.74523874253924,-479.85484285821946,1827.6239891445773,1,-418.90750864389423,-404.6223692643008,1848.7957658673245,1,358.104831108861,-452.92676004528477,1808.8382692609282,1,-401.88619412141117,-380.73802877503067,1834.2962021876951,1,119.97718941132607,210.00402934182011,1707.8345267443704,1,-103.89513653504255,213.00142804157963,1740.041563067096,1,134.6461486933344,523.7067622345974,1548.3043114803309,1,-173.40199332761478,586.537381303506,1718.8897246040106,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
222,1767311176.520451,-32.93011721163656,-427.34793779112084,1930.9687495930782,1,-6.71650167116058,-448.45430764718805,1920.7607531143012,1,10.340532630898757,-447.3597847126679,1915.2450373347538,1,28.236214060351955,-448.04580614833543,1917.85615752559,1,-40.22719511978129,-456.2189038508792,1974.6508374396312,1,-49.98207048535298,-455.23158925203165,1980.6958188368396,1,-59.70525143796803,-453.22539790811044,1979.720767501501,1,82.56207860295305,-446.13492639327933,1997.8527739120614,1,-58.14096327708543,-434.11099979627113,2010.4613803589473,1,0.863305524334641,-381.4566620650429,1885.113825999838,1,-46.948110276081856,-392.19242510616994,1943.8993726157382,1,198.35267768118274,-245.98446983707802,1871.5273438710983,1,-157.24260354269506,-215.3790552410568,1921.6932959534424,1,336.32804812248554,-143.9610992926433,1687.4649254352591,1,-351.3409215503935,-61.00349966711924,1822.299232643031,1,354.1460932642309,-354.67648834810166,1771.298551534637,1,-413.3237302758151,-284.56818456053156,1861.58169619649,1,376.16786750676755,-405.26696877889947,1757.0910246956505,1,-437.59248484101545,-349.5688233993566,1880.915100613739,1,363.8844153210956,-420.9542001957905,1776.2326904714225,1,-414.50462338355436,-365.97370446333434,1869.281301216837,1,347.3073296098084,-399.9561950731265,1781.7018001182953,1,-399.36784833773515,-343.6780386719194,1872.832268810153,1,122.09745403993352,219.38845161455262,1704.3168396217993,1,-102.35822156785778,221.73200168536732,1737.0932581536538,1,138.72704514561528,527.1711579033306,1536.654375105516,1,-177.9756911789177,561.0402768104076,1654.9121672335118,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
223,1767311176.6023343,-28.366912189420074,-381.9426501149571,1918.1462884022683,1,-3.044869589320294,-404.8920537057922,1906.5585359521294,1,15.434327380760148,-405.3924304195895,1908.171427777574,1,35.50037305979053,-407.5103844142419,1919.0108126721636,1,-39.380402074739045,-412.80831825504316,1966.2544426323811,1,-48.83089171445202,-412.3075903681101,1975.4983746425048,1,-58.64153911218324,-409.70935728052814,1973.9466170162195,1,84.57984214771483,-404.6596455047694,2012.732963358023,1,-59.06931175777966,-389.76700539688153,2007.9645304014934,1,6.780445943190691,-338.55810617440943,1883.474429205999,1,-42.95985794401584,-349.1922524692258,1947.191632178588,1,198.8292443974786,-202.08590231550912,1899.574453171508,1,-157.13830374429494,-179.85572838775875,1935.0091183854665,1,353.30452476342435,-114.69868932436857,1783.0265390631535,1,-348.2476034900535,-15.697107295186713,1829.4238793935504,1,359.91135822809645,-332.8540462892689,1797.1984283843872,1,-423.7221427869432,-262.56842512536804,1942.728201149057,1,395.0763148122586,-386.0733860121396,1833.163507287619,1,-447.153409644896,-323.0179363923246,1979.4295233379498,1,382.3423543010625,-407.5015244430375,1870.4792391896844,1,-418.4960885408925,-345.01592420898504,1986.5929341368299,1,364.9471520592325,-375.65920949535706,1851.2014781964779,1,-407.62010851331064,-328.64811094770374,1975.4202675057184,1,122.6647328660202,235.13342519137285,1701.0555211801836,1,-104.4296939752391,227.08456023187188,1715.000730408895,1,151.31385926858454,536.0866523251493,1571.4463885605048,1,-182.0158845889526,568.8666176959213,1677.715396423332,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
224,1767311176.6939447,-23.63002902720377,-404.6653071090148,1982.9237216606136,1,3.8086269455272195,-430.1416725688087,1988.0681939408241,1,23.197619643425956,-433.1442910740332,1998.3785360513405,1,44.730224563610776,-441.5962062669236,2037.9116764521195,1,-36.32528964287937,-435.9135603916989,2045.712600560751,1,-47.41270803256309,-439.0596337162685,2075.7430933532883,1,-57.812290690241795,-440.8849127363377,2101.927195282358,1,88.92372534469244,-436.8504156009198,2108.818241997218,1,-58.30438069314761,-421.0156109064541,2147.3165988889664,1,13.910070459860513,-366.5159104201333,1947.5962106902678,1,-39.48436735362054,-371.06994827727584,2011.1175474636946,1,207.75860312847732,-221.57760941520513,1985.9200522370436,1,-157.78574582745847,-203.1243038196261,2037.6863606342051,1,367.420064507871,-114.48795361171436,1836.94170885037,1,-355.71224669416284,-33.3484613861142,1901.9129254464194,1,398.6280954994329,-333.62136700647886,1933.3975877179168,1,-449.16656047115066,-255.51787047901752,2029.9769441843184,1,435.5932900820102,-387.84002820581156,1929.1934445483428,1,-474.5494492788632,-320.56811486964193,2059.6419045495504,1,415.8256383965885,-404.71339096468955,1940.6882291259028,1,-452.8592972104249,-346.52771123424634,2080.001922282494,1,394.65321483426146,-380.42516296018346,1941.586319363611,1,-437.82727116553195,-327.2902812139451,2077.4919162257947,1,125.58215237281397,238.08192467781606,1740.221544110434,1,-108.49841181890358,232.11799752307854,1776.2175728571124,1,149.8883962147164,520.7916797037518,1546.5306401998882,1,-189.36859436893954,575.5079433784151,1728.3409097797069,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
225,1767311176.7583888,-28.356347706470302,-404.47467744906567,1914.2326596871728,1,-0.4261947508128099,-430.9910411907827,1925.5808731123084,1,20.043776677245393,-434.31622004424366,1937.1215484616023,1,41.94413974970491,-442.6717291894013,1972.8790124943112,1,-41.627622586385584,-436.0306071206852,1974.99703062476,1,-52.77767693676476,-438.53487181620255,1999.3641661975305,1,-63.57478306984336,-440.2242041459825,2021.7726661426389,1,83.11043551894366,-439.7813430431227,2050.5155282634128,1,-65.1753376325271,-422.953144412825,2071.223474552208,1,10.80373874543297,-367.8006353069785,1880.1316974174147,1,-45.321368668276804,-371.9461896685232,1935.987475631379,1,196.79476314420378,-229.7326096206757,1923.6821773122592,1,-163.25484201205222,-209.30693431642086,1969.660929059285,1,355.716526040746,-118.2397730218148,1792.5947206508845,1,-356.97783393239695,-43.56652636447259,1848.3616949183656,1,396.93252437430453,-337.3966614470169,1908.1157551606777,1,-446.7999726982579,-256.5341624633761,1946.205778601656,1,434.18059192428575,-393.0266630236599,1911.7861674317594,1,-470.2505437309149,-318.46881114077365,1959.8348238548867,1,411.714730046802,-405.6314229755303,1914.6305045188008,1,-450.2715590065526,-345.75737910327155,1982.9971894874445,1,391.089129270984,-387.8045646701852,1909.2299589021338,1,-436.5356844662009,-326.6966189145919,1990.5327593046827,1,117.25366514368812,234.87198107323212,1730.9776495425124,1,-112.74953390635486,228.90279346673375,1761.0484597732725,1,141.28051961586556,498.7050753740082,1504.3331969753363,1,-193.01561237519692,565.2080718848913,1698.2170931777944,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
226,1767311176.8693557,-32.41359132113352,-431.0271325880882,1931.9190056774362,1,-5.4132046925421875,-464.6688748727572,1918.5357829931506,1,13.974719356932518,-468.48593042301036,1932.5303427985323,1,32.81458672722267,-471.53671918095915,1965.0061409175148,1,-48.167355933457856,-467.5205155397109,1954.5035730048985,1,-60.18668707755853,-469.38645795874146,1973.1231004119056,1,-71.67139229275247,-469.7404811543168,1998.7919340815245,1,69.34226177936705,-452.7954819557285,2007.9677176172954,1,-70.77043069672118,-451.90556355994653,2025.819081499042,1,5.984924735272437,-385.88285921574516,1884.8762405625835,1,-51.56624836607761,-400.34028278909557,1931.7577772074337,1,186.61234295897867,-236.62863712313452,1900.9602457578922,1,-163.49092207448945,-232.54670183370723,1857.5440155895049,1,325.35433946051535,-137.1844511421739,1670.6841815663784,1,-353.85677237914376,-57.30268891656567,1777.7887464316918,1,364.4888275497823,-336.57893755345947,1691.3731580885665,1,-441.55475943967883,-284.94089029595654,1897.6237543132831,1,416.33413665238504,-392.62985772144873,1754.194485622677,1,-465.0890727660975,-346.8552932598109,1911.5292893912474,1,391.4167261619675,-405.7741132883043,1747.3162965404135,1,-444.92424223325173,-373.52101389448063,1927.4282182615127,1,372.27739990029033,-392.9760519579538,1763.6770499815623,1,-430.4872997760282,-350.26504112674445,1923.9031511532662,1,109.397292209807,207.11390423900127,1702.266774011071,1,-117.27027932548565,204.58232712337355,1715.5822024427043,1,132.34340140582898,488.0191651133399,1503.381613565277,1,-190.04076306503643,538.2676999176842,1644.4679738994864,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
227,1767311176.9692094,-44.55971115017699,-467.0990696086846,1859.7399900084988,1,-15.42267843608733,-489.8637824281185,1859.6137283849043,1,2.815303018033399,-492.6834261526201,1874.291880346278,1,20.647095665189966,-502.74384153068485,1946.923313941676,1,-57.95479397740857,-490.1327829698467,1878.217426687876,1,-69.68219618027891,-489.8865883833413,1888.7720636031986,1,-80.12234583168654,-496.0998138625976,1921.191213295005,1,57.432668030324066,-488.58677474643184,1931.4717896366114,1,-74.3859016791085,-477.7940238039144,1947.9993763341363,1,-5.3476771403764545,-427.8506555251819,1827.6900521217099,1,-62.20571171553722,-431.2864346824962,1855.9927656111777,1,177.0864806832289,-288.25785745321696,1833.4944315217053,1,-163.33762750848723,-262.5047279552841,1845.4538122945175,1,322.8643129711465,-168.28311183475924,1641.8579817914338,1,-356.3454303365965,-111.58888864948088,1818.7430017728418,1,369.61148175321324,-364.8149927723991,1685.3326177853137,1,-436.8420541526747,-308.30656036515717,1793.1856708737619,1,406.3133458565817,-415.99992431844964,1692.6255708369285,1,-462.3873756217044,-369.40107429283825,1812.6649656579805,1,389.58495861318875,-434.7797330758019,1711.144361360039,1,-440.26892929646885,-394.80340627492114,1825.1882867650495,1,372.9264415165645,-422.63473427827074,1728.2452954270009,1,-425.66393373516377,-371.04676563508826,1814.4658440282149,1,100.18953020119775,188.88910346931863,1668.2465536920083,1,-120.04146165564597,187.28579654176207,1682.1758490998282,1,114.69266149630192,467.5397815647432,1448.220234017275,1,-183.21097726097776,529.2781469737846,1615.3262130104308,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
228,1767311177.0624418,-43.40063068103524,-498.738801502861,1818.4657442702292,1,-11.885568433551246,-533.0549686276687,1851.6050563359024,1,5.810591678596136,-536.6859142470132,1868.9631528490659,1,20.467242449593364,-539.8621757763337,1888.733863652657,1,-54.93870912680696,-532.1864434786481,1855.2209478953087,1,-66.37142756880857,-533.4624689864446,1866.7633118174335,1,-77.30115009076036,-536.1278122189765,1884.044698339735,1,57.181857564082904,-521.2227119473007,1903.478442671984,1,-73.2686835551618,-530.0659164603768,1962.9769108855103,1,-5.569360870427638,-459.81974296705187,1806.0318563431454,1,-60.56952650294334,-469.19055303319834,1850.6528883086226,1,174.33352166536736,-302.105915981679,1775.2252094963883,1,-165.90546734419095,-292.4309699358417,1860.2942762955354,1,314.8371900160171,-160.52832425961515,1616.2140345852933,1,-361.1852906201874,-131.37866872379362,1918.154117973126,1,386.0281260337343,-376.5365281145331,1693.3739872791266,1,-435.88076817196213,-317.9655138435158,1748.6516669354633,1,411.15780241073287,-425.5145683419781,1672.142282475971,1,-457.1665892355385,-377.1040216478858,1729.6189941337086,1,395.92868767910903,-450.4658179226994,1689.936733995289,1,-438.7549209843005,-401.7899786109784,1740.302357876279,1,379.7473649303356,-437.03874945600745,1714.4016905461558,1,-424.39257448718763,-380.96202232777546,1737.6862446402952,1,104.82099435768146,190.3532384452434,1698.4149286559066,1,-119.38270068357369,191.65619487988656,1714.2880014266286,1,117.62106652724201,488.78585962239833,1487.5899411266423,1,-177.38072455570426,551.0098892915239,1678.7940105996045,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
229,1767311177.1608968,-50.409810315347066,-503.67790846998196,1758.0034882005884,1,-17.032657946869048,-545.1839038320999,1797.8551313500423,1,-0.8885852224217081,-549.4507985500377,1814.78113684347,1,11.970925179019027,-549.1362048462609,1816.003011721391,1,-58.91521016511172,-548.5931721156046,1815.0236133246556,1,-70.59219816377305,-550.5946470233855,1826.2321499447546,1,-81.48930171853098,-551.5894705548092,1834.235637790329,1,53.23109245206828,-537.5740255941522,1856.8198127617666,1,-76.61359726705534,-557.612310225243,1949.3803503890733,1,-13.631632884748049,-469.4988703780358,1763.8775770064437,1,-66.30683145638935,-476.86926887608985,1792.6297286875688,1,180.15088720303334,-315.71726020262946,1777.171534709877,1,-171.35864328155506,-313.39539882499554,1877.14218010617,1,319.62292781176563,-155.4030785245161,1642.911609857416,1,-350.3484797291362,-127.96770698834902,1904.670795263577,1,382.980163693843,-359.22608446582217,1614.0659403039604,1,-442.5479928893522,-306.19192445393963,1731.658931464121,1,400.5758362389732,-408.1411908765226,1546.5453004299661,1,-469.3402185986806,-363.5975927712027,1708.6578487925099,1,391.68359934883847,-435.49320795902463,1558.7336645082696,1,-455.39259729656305,-394.2711822041013,1723.5677747420232,1,373.1356840396697,-412.38580965715266,1570.024942635832,1,-437.66891493451584,-373.13974233438717,1716.7336693627933,1,112.35380312427259,199.31889506498771,1757.3710533426429,1,-117.78382110664363,200.92333329824544,1804.6252030285027,1,125.06916559691842,528.7216973027962,1607.7684792311152,1,-167.5874530372081,594.9514595662652,1795.5682939328979,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
230,1767311177.2230089,-50.93731887853077,-513.2391530003894,1759.6037335010517,1,-19.39040319349532,-552.441522899555,1785.1578209412248,1,-4.197090782902876,-555.9722753473491,1797.246837273874,1,8.965917326993115,-556.3280052401294,1801.0224893330787,1,-61.33950581869885,-553.7211660041528,1799.125548063389,1,-73.32033571413722,-554.3848605975638,1807.7440051785034,1,-84.02029020363352,-554.8781724489535,1816.322408978049,1,51.0447417362231,-545.3592800737003,1843.939045773777,1,-81.14132670173781,-556.6726856934091,1912.0424764710483,1,-13.023007482988987,-481.80460010289744,1773.2759440311074,1,-66.99038275757495,-485.34389847294665,1791.4021923363396,1,185.77749174039036,-327.70105813059433,1800.235498489634,1,-173.39764310850305,-319.0633215974863,1883.234986173998,1,309.4117483597241,-152.06061583653954,1648.2835128328593,1,-343.74988669991143,-131.15009362864438,1925.221609753104,1,420.136466730216,-359.205469073694,1697.0450342812203,1,-442.8730508884384,-283.6825821118808,1687.120449720935,1,441.9199924856421,-406.51283468974214,1603.90027227184,1,-467.74352651402654,-320.681339735558,1594.4039229448283,1,435.1514064314097,-437.2233387146956,1626.7620904646149,1,-451.44491472161997,-347.43115618190313,1590.2919842395117,1,423.74185491728826,-420.73950326801514,1680.1401843234328,1,-435.8756272368594,-337.8771590116413,1615.019651126924,1,124.73465964337325,200.91695353959625,1800.4149824092594,1,-115.22654626714152,209.96747892640056,1851.807629746503,1,128.20821300411433,532.4229227642536,1601.6235056600326,1,-158.54529722306677,623.7793624860508,1867.0052430337564,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
